,category,title,series,episode_name,description,description2,tags,image,more,tags2,publication_date,rating,duration_sec
21,News,Q+A Highlights,Q+A Highlights,Living on the Poverty Line,"The show that puts you at the centre of the conversation. The highlights of Q+A as hosts Virginia Trioli, David Speers and Stan Grant are joined by a panel with diverse opinions to cover the topics that have everyone talking.","As the cost of food, rent, and fuel continues to rise, Q+A questioner Brigid asks how she can break the cycle of poverty while living on a Disability Support Pension.","['ABC TV', 'ABC NEWS', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/nn/NN2205H020S00_623cf0d7df5ca_1920.jpg,No more information found,"['abc1', 'news', 'panel', 'current-affairs', 'politics', 'interviews', 'featured']",2022-03-25 10:00:00,No data found,629
22,News,Four Corners (Simplified Chinese Subtitles),Four Corners (Simplified Chinese Subtitles),Series 2020 Episode 36 Tinder: A Predators' Playground,"Four Corners is Australia's premier investigative journalism program. Since 1961, the Four Corners team has been exposing scandals, triggering inquiries, firing debate and confronting taboos.","How digital dating became a predators' playground. In a joint investigation for Four Corners and triple j Hack, Avani Dias uncovers a deeply troubling pattern of sexual assault and rape facilitated by the use of Tinder.",['ABC TV'],https://cdn.iview.abc.net.au/thumbs/i/iv/IV2003H036S00_601208668f9e5_1280.jpg,No more information found,['abc1'],2021-01-22 17:00:00,No data found,2596
23,News,7.30 Mark Humphries Satire,7.30 Mark Humphries Satire,Everything 2021 must go,Satirist Mark Humphries brings his unique perspective on current political events for 7.30.,"2021 has been a shocker, so to say farewell to another fizzer year, Mark Humphries and his co-writer Evan Williams have set up shop and are selling off everything 2021-related.",['ABC NEWS'],https://cdn.iview.abc.net.au/thumbs/i/nn/NN2110H017S00_61bbc546c510a_1920.jpg,No more information found,"['news24', 'news', 'satire']",2021-12-17 11:00:00,No data found,110
24,News,Planet America,Planet America Extras,Consoler in chief for America's grief,,"President Biden has condemned the deadly attack on a Wisconsin holiday parade and offered his condolences to those who lost their lives. The now-familiar sight of the President as a “consoler-in-chief” after a tragedy is a relatively new role for America’s leader, but as Planet America’s John Barron explains, it’s become one of the more important parts of the job.",['ABC NEWS'],https://cdn.iview.abc.net.au/thumbs/i/pa/PAEX2021_60067190a6975_1280.jpg,No more information found,"['news', 'videoclips']",2021-11-26 18:01:23,No data found,343
25,News,War Stories,War Stories,Series 2021 Bill the Bastard,"The team from Landline bring you some of the best reporting on stories of war, survival and remembering.","One of the crankiest Australian war horses was 'Bill the Bastard', a veteran of Gallipoli and Egypt. A bronze statue captures its extraordinary and little-known rescue of World War I. Landline's Pip Courtney reports.","['ABC TV', 'ABC NEWS', 'REGIONAL AUSTRALIA', 'DOCUMENTARY']",https://cdn.iview.abc.net.au/thumbs/i/ra/RA2104Q007S00_6082586b1930e_1920.jpg,No more information found,"['abc1', 'news', 'regional', 'regional-news', 'regional-featured', 'docs', 'latest']",2021-04-25 04:00:00,No data found,714
26,News,War Stories,War Stories,Series 2021 Moving Tribute,"The team from Landline bring you some of the best reporting on stories of war, survival and remembering.",The Ghan train trip through the centre of Australia is one of the world's great rail journeys. In 2011 current and former servicemen embarked on a journey of remembrance. Landline's Prue Adams filed this report.,"['ABC TV', 'ABC NEWS', 'REGIONAL AUSTRALIA', 'DOCUMENTARY']",https://cdn.iview.abc.net.au/thumbs/i/ra/RA2104Q017S00_60f663f729cdb_1624.jpg,No more information found,"['abc1', 'news', 'regional', 'regional-news', 'regional-featured', 'docs', 'latest']",2021-07-20 18:00:00,No data found,1012
27,News,Australian Story,Australian Story,Series 2020 Forged By Fire,"Putting the 'real' back into reality TV, the award-winning series with no narrator and no agendas, just authentic stories told in people's own words. For 26 years we have been telling the stories of extraordinary Australians.","During the worst bushfire season in Australia's history, NSW fire chief Shane Fitzsimmons stood out. A rebellious child with a troubled background Shane's personal loss and resilience have made him a truly outstanding leader.","['ABC TV', 'ABC NEWS', 'DOCUMENTARY']",https://cdn.iview.abc.net.au/thumbs/i/nc/NC2002Q011S00_5eaa61b0c1dd9_1280.jpg,No more information found,"['abc1', 'australia', 'news', 'docs', 'factual', 'current-affairs', 'monday-night', 'investigative-reporting', 'informative', 'people', 'culture', 'diversity', 'biography', 'revealing', 'compelling', 'emotional', 'a:retirees', 'a:established-parents', 'a:older-sink-dink', 'a:young-sink-dink', 'ns:be-inspired', 'ns:understand']",2020-05-04 20:31:15,No data found,2070
28,News,Fly Me To The Moon,No data found,Fly Me To The Moon,"The Moon Landing was the iconic moment of our time. John Barron explores how Australia was involved in this triumph of human achievement as prominent Australians reflect on the impact of Apollo 11, with rare archival vision.","The Moon Landing was the iconic moment of our time. John Barron explores how Australia was involved in this triumph of human achievement as prominent Australians reflect on the impact of Apollo 11, with rare archival vision.","['ABC NEWS', 'DOCUMENTARY', 'SCIENCE']",https://cdn.iview.abc.net.au/thumbs/i/nc/NC1931H001S00_5d1b06eff324c_1280.jpg,No more information found,"['news24', 'news', 'space', 'docs', 'science', 'featured']",2021-04-07 13:00:00,PG,3480
29,News,ABC News Stories,ABC News Stories,Boosting registration rates of organ donations,"Watch some of the special features, stories, interviews and explainers produced by ABC News to bring you a clearer understanding of the issues and events that affect you.","The decision to remove organ donation from state driver licensing systems has resulted in registration numbers stagnate or decline, now there is a strong push to bring it back.",['ABC NEWS'],https://live-production.wcms.abc-cdn.net.au/340ed0c072fba244666ff38b8b6bac70?impolicy=wcms_crop_resize&cropH=576&cropW=1023&xPos=0&yPos=0&width=862&height=485,No more information found,"['news', 'news24', 'organ', 'donation', 'drivers', 'licence']",2022-03-28 08:47:24,No data found,178
30,News,ABC News Regional,ABC News Regional Extras,Community sport rebounds after flood of donated equipment,Miriam Corowa brings you a closer look at what's making headlines in regional and rural Australia. ABC News reporters across the country uncover the news and unique stories about what's really going on outside the big cities.,"Sporting teams in the NSW Northern Rivers have had their routines up-ended by the catastrophic flooding there, but efforts are underway to get the community back on the pitch. Emma Rennie reports.",['ABC NEWS'],https://live-production.wcms.abc-cdn.net.au/276e407455582554977f5e182a5e700b?impolicy=wcms_crop_resize&cropH=576&cropW=1023&xPos=0&yPos=0&width=862&height=485,No more information found,"['news', 'news24', 'videoclips', 'regional-news', 'sport', 'flood', 'relief', 'nsw', 'new', 'south', 'wales']",2022-03-27 11:13:56,No data found,100
31,News,Four Corners,Four Corners,Series 2020 Climate Wars,"The longest running show on Australian TV, this award-winning current affairs documentary series is a powerhouse of investigative journalism - fearless and forensic, holding power to account through six decades and counting.",How brutal politics derailed climate policy in Australia. Several former senior public servants speak about flawed decision making and squandered opportunities by parties on all sides of the political spectrum over a decade.,"['ABC TV', 'ABC NEWS']",https://cdn.iview.abc.net.au/thumbs/i/nc/NC2003H015S00_5ebe1d420ba7d_1920.jpg,No more information found,"['abc1', 'news', 'current-affairs', 'investigative-reporting', 'monday-night', 'featured', 'your-planet', 'climate', 'weather', 'environment', 'science', 'global-warming', 'climate-change', 'politics']",2020-05-18 21:18:30,No data found,2658
32,News,Four Corners,Four Corners,"Series 2020 Not A Boy, Not A Girl","The longest running show on Australian TV, this award-winning current affairs documentary series is a powerhouse of investigative journalism - fearless and forensic, holding power to account through six decades and counting.",Growing up without a gender. Young Australians who do not identify as male or female explain how they negotiate the world and the judgement of others. Their parents talk about what it's like to raise a gender neutral child.,"['ABC TV', 'ABC NEWS']",https://cdn.iview.abc.net.au/thumbs/i/nc/NC2003H005S00_5e583d3a3f61f_1280.jpg,No more information found,"['abc1', 'news', 'current-affairs', 'investigative-reporting', 'monday-night', 'featured']",2020-03-02 21:33:01,No data found,2736
33,News,Australian Story,Australian Story,Series 2020 The Only Witness (Part 1),"Putting the 'real' back into reality TV, the award-winning series with no narrator and no agendas, just authentic stories told in people's own words. For 26 years we have been telling the stories of extraordinary Australians.","A cyclist found dead on a country road with very few clues as to who hit him. Against all odds, two country cops track down the driver, only to discover he is connected to another death. (Series Return)","['ABC TV', 'ABC NEWS', 'DOCUMENTARY']",https://cdn.iview.abc.net.au/thumbs/i/nc/NC2002Q001S00_5e4a2b270fc53_1280.jpg,No more information found,"['abc1', 'australia', 'news', 'docs', 'factual', 'current-affairs', 'monday-night', 'investigative-reporting', 'informative', 'people', 'culture', 'diversity', 'biography', 'revealing', 'compelling', 'emotional', 'a:retirees', 'a:established-parents', 'a:older-sink-dink', 'a:young-sink-dink', 'ns:be-inspired', 'ns:understand']",2020-02-17 20:31:00,No data found,1693
34,News,China Tonight,China Tonight Extras,China's complex history about animals,"Stan Grant and Yvonne Yong take a fresh look at news from inside China. We go beyond the headlines of trade wars and global posturing to bring you stories of China's rise in the world, and the changes and challenges at home.","Just last year, the Chinese government declared dogs would be classified as pets, not food. Regardless, controversial dog meat festivals are still underway.",['ABC NEWS'],https://cdn.iview.abc.net.au/thumbs/i/13410808-16x9-xlarge-v2.jpg,"Hosts Stan Grant, Yvonne Yong","['China', 'videoclips']",2021-06-24 13:29:34,No data found,282
35,News,The Bright Side,The Bright Side Clips,Deploying drones to improve safety in underground mines,"Sabra Lane brings you a collection of stories that aim to inspire, engage and create hope where there is uncertainty. A look at the positive, solutions-based reporting from across the ABC.",Hovermap drone technology using laser signals instead of GPS can be deployed in underground environments like coal mines. Melissa Maddison reports.,['ABC NEWS'],https://cdn.iview.abc.net.au/thumbs/i/13496348-16x9-xlarge-v2.jpg,Host Sabra Lane,"['news', 'videoclips', 'drones', 'mining', 'coal', 'mines']",2021-08-13 16:24:59,No data found,119
36,News,Q+A,Q+A,A Trip to the Future: A Q+A Science Special,"Q+A is back to get more of the answers to your questions from the people who know. Get set for another year of lively debate and surprising, thought-provoking discussions that challenge our thinking on big and complex issues.","Q+A takes a trip to the future to ask what comes next. Some of Australia's finest scientific minds discuss COVID, healthcare and the Melbourne protests, mandatory vaccination plus AI, autonomous weapons and the future of war.","['ABC TV', 'ABC NEWS', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/nc/NC2104H033S00_614ac5d9e7725_1280.jpg,"Host Virginia Trioli, David Speers, Stan Grant","['abc1', 'news', 'panel', 'current-affairs', 'politics', 'interviews', 'featured']",2021-09-23 21:37:09,No data found,3608
37,News,7.30,7.30,Monday 14/3/2022,"Leigh Sales presents Australia's leading nightly public affairs program, bringing you a unique perspective on the days issues, exclusive investigations and compelling interviews. Plus political analysis from Laura Tingle.",The devastation caused by the recent floods in Mullumbimby is being described as unprecedented. Relatives of Kumanjayi Walker react to the Rolfe verdict. Russian forces are now into their fourth week of attempting to overthrow the Ukrainian government.,"['ABC TV', 'ABC NEWS']",https://cdn.iview.abc.net.au/thumbs/i/nc/NC2201H041S00_622ed504d4f58_1920.jpg,No more information found,"['news24', 'abc1', 'news', 'current-affairs', 'abc-faves', '730', 'best-news24', 'investigative-reporting']",2022-03-14 20:00:00,No data found,1906
38,News,Q+A,Q+A,Dealing with Delta,"Q+A is back to get more of the answers to your questions from the people who know. Get set for another year of lively debate and surprising, thought-provoking discussions that challenge our thinking on big and complex issues.","Australia has entered a difficult new phase in our battle to live with COVID, with the Delta strain changing the course of the pandemic and dashing our hopes of life without lockdowns. Presented by guest host Virginia Trioli.","['ABC TV', 'ABC NEWS', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/nc/NC2104H023S00_60ed299745ac6_1280.jpg,"Host Virginia Trioli, David Speers, Stan Grant","['abc1', 'news', 'panel', 'current-affairs', 'politics', 'interviews', 'featured']",2021-07-15 21:30:58,No data found,3727
39,News,ABC News Stories,ABC News Stories,Support workers speak to coroner amid Clarke inquiry,"Watch some of the special features, stories, interviews and explainers produced by ABC News to bring you a clearer understanding of the issues and events that affect you.","An inquest into the murders of Hannah Clarke and her three children has heard her estranged husband called a domestic violence hotline less than 24 hours before he killed his family, but he wasn't reaching out for help.",['ABC NEWS'],https://live-production.wcms.abc-cdn.net.au/ae127a93753771982fe3f446454e2832?impolicy=wcms_crop_resize&cropH=576&cropW=1023&xPos=0&yPos=0&width=862&height=485,No more information found,"['news', 'news24', 'hannah', 'clarke', 'clarke', 'inquiry', 'domestic', 'violence', 'queensland']",2022-03-31 09:47:31,No data found,150
40,News,ABC News VIC,ABC News VIC,Saturday 26/3/2022,"News from where you live. ABC News Victoria brings you the day's top stories, exclusive investigations and original reporting on the issues that matter to you. Presented by Tamara Oudyn (Sun-Thu) and Mary Gearin (Fri-Sat).","News from where you live. ABC News Victoria brings you the day's top stories, exclusive investigations and original reporting on the issues that matter to you. Presented by Tamara Oudyn (Sun-Thu) and Mary Gearin (Fri-Sat).","['ABC TV', 'ABC NEWS']",https://cdn.iview.abc.net.au/thumbs/i/nu/NU2202V073S00_62313384d4b5d_1280.jpg,No more information found,"['abc1', 'news', 'news24', 'bulletin', 'state-news']",2022-03-26 19:30:00,No data found,1800
41,News,Media Watch,Media Watch,Monday 21/3/2022,"Everybody loves it until they're on it! Australia's leading forum for media analysis and critique, we have been exposing conflicts of interest, journalistic deceit, misrepresentation, manipulation and plagiarism since 1989.",Swindled Reporter disgrace Local news copy and paste Russian bravery.,"['ABC TV', 'ABC NEWS']",https://cdn.iview.abc.net.au/thumbs/i/fa/FA2135H007S00_62393067e182c_1920.jpg,Host Paul Barry,"['abc1', 'news', 'current-affairs', 'monday-night']",2022-03-21 21:28:54,M,941
42,News,ABC News Regional,ABC News Regional Extras,Rising fuel prices hit regional commuters,Miriam Corowa brings you a closer look at what's making headlines in regional and rural Australia. ABC News reporters across the country uncover the news and unique stories about what's really going on outside the big cities.,"As fuel costs continue to rise/regional residents who drive into Canberra for work, say they are feeling the pinch.",['ABC NEWS'],https://live-production.wcms.abc-cdn.net.au/26c22c684ca3aeef0482c8906abd3525?impolicy=wcms_crop_resize&cropH=576&cropW=1023&xPos=0&yPos=0&width=862&height=485,No more information found,"['news', 'news24', 'videoclips', 'regional-news', 'fuel', 'petrol', 'commute', 'commuters', 'act', 'canberra', 'regional']",2022-04-01 09:58:47,No data found,126
